PredCode,package,Original,Predicted,Thrown
[+],version*etc*arn@locate@findutils,version*etc*arn,version*etc*arn,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],unibyte*qmark*chars@locate@findutils,unibyte*qmark*chars,,['UNK'; 'BLANK'; 'UNK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],splitstring@locate@findutils,splitstring,parse*string,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],getword@locate@findutils,getword,cert*var,['BLANK'; 'len'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],knuth*morris*pratt*multibyte@locate@findutils,knuth*morris*pratt*multibyte,knuth*morris*pratt*multibyte,['BLANK']
[+],grecs*format*locus@direvent@direvent,grecs*format*locus,grecs*format*locus,['BLANK'; 'BLANK']
[+],node*reduce@direvent@direvent,node*reduce,node*reduce,['BLANK'; 'BLANK'; 'BLANK']
[+],mkfilename@direvent@direvent,mkfilename,mkfilename,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],isemptystr@direvent@direvent,isemptystr,isemptystr,['BLANK'; 'op'; 'BLANK'; 'BLANK']
[+],alloc*space@direvent@direvent,alloc*space,alloc*space,['BLANK'; 'BLANK'; 'BLANK']
[+],wsnode*quoteremoval@direvent@direvent,wsnode*quoteremoval,wsnode*quoteremoval,['BLANK'; 'BLANK'; 'BLANK']
[+],grecs*print*statement*array@direvent@direvent,grecs*print*statement*array,grecs*print*statement*array,['BLANK']
[±],wordsplit*varexp@direvent@direvent,wordsplit*varexp,wordsplit*cmdexp,['BLANK'; 'BLANK'; 'BLANK']
[-],extendbuf@xargs@findutils,extendbuf,zremove*local*sys,['BLANK'; 'BLANK']
[+],gettext*quote@xargs@findutils,gettext*quote,gettext*quote,['BLANK'; 'BLANK'; 'BLANK']
[-],open*cloexec@xargs@findutils,open*cloexec,get*node*listed,['BLANK'; 'BLANK']
[-],copy*args@xargs@findutils,copy*args,match*ctx*clean,['BLANK'; 'BLANK']
[+],locale*charset@xargs@findutils,locale*charset,locale*charset,['BLANK'; 'len'; 'BLANK']
[-],bc*init*controlinfo@xargs@findutils,bc*init*controlinfo,vfs*s*insert,['BLANK'; 'BLANK']
[-],parse*num@xargs@findutils,parse*num,read*file,['BLANK'; 'BLANK'; 'BLANK']
[-],inerr@code@findutils,inerr,,['UNK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],close*stream@code@findutils,close*stream,close*stream,['BLANK'; 'BLANK'; 'BLANK']
[+],gettext*quote@code@findutils,gettext*quote,gettext*quote,['BLANK'; 'BLANK'; 'BLANK']
[+],locale*charset@code@findutils,locale*charset,locale*charset,['BLANK'; 'BLANK'; 'BLANK']
[-],decode*value@code@findutils,decode*value,,['UNK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],close*stream@frcode@findutils,close*stream,close*stream,['BLANK'; 'BLANK'; 'BLANK']
[+],gettext*quote@frcode@findutils,gettext*quote,gettext*quote,['BLANK'; 'BLANK'; 'BLANK']
[+],check*tuning@find@findutils,check*tuning,check*tuning,['BLANK'; 'UNK'; 'BLANK']
[+],gettext*quote@find@findutils,gettext*quote,gettext*quote,['BLANK'; 'BLANK'; 'BLANK']
[-],open*cloexec@find@findutils,open*cloexec,get*node*listed,['BLANK'; 'BLANK']
[-],scan*rest@find@findutils,scan*rest,member*file*qsort*compare,['BLANK']
[-],insert*regex@find@findutils,insert*regex,,['UNK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],to*hour@find@findutils,to*hour,to*hour,['BLANK'; 'BLANK'; 'BLANK']
[+],cycle*check@find@findutils,cycle*check,cycle*check,['BLANK'; 'closure'; 'BLANK']
[-],get*format*flags*length@find@findutils,get*format*flags*length,skip*of*prefix,['BLANK'; 'BLANK']
[-],get*expr@find@findutils,get*expr,panel*find*index,['BLANK'; 'BLANK']
[+],restore*initial*cwd@find@findutils,restore*initial*cwd,restore*initial*cwd,['BLANK'; 'BLANK']
[-],get*regex*type*synonym@locate@findutils,get*regex*type*synonym,string*bin,['UNK'; 'BLANK'; 'BLANK']
[-],visit*stats@locate@findutils,visit*stats,convert*put,['BLANK'; 'command'; 'BLANK']
[+],gettext*quote@locate@findutils,gettext*quote,gettext*quote,['BLANK'; 'BLANK'; 'BLANK']
[+],argmatch@locate@findutils,argmatch,argmatch,['BLANK'; 'BLANK'; 'BLANK'; 'p']
[+],locale*charset@locate@findutils,locale*charset,locale*charset,['BLANK'; 'locale'; 'BLANK']
[-],decode*value@locate@findutils,decode*value,,['UNK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],do*query*simple@gtypist@gtypist,do*query*simple,,['UNK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],prepare*to*go*back@gtypist@gtypist,prepare*to*go*back,update*path,['BLANK'; 'BLANK'; 'BLANK']
[-],do*keybind@gtypist@gtypist,do*keybind,,['UNK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],wait*user@gtypist@gtypist,wait*user,read*file,['BLANK'; 'line'; 'BLANK']
[-],banner@gtypist@gtypist,banner,concat,['BLANK']
[-],do*error*max*set@gtypist@gtypist,do*error*max*set,,['UNK'; 'BLANK']
[-],cmd*spec*restrict*file*names@wget@wget,cmd*spec*restrict*file*names,host*is*valid*1,['BLANK']
[-],bindport@wget@wget,bindport,generate*dh,['UNK'; 'BLANK'; 'BLANK']
[-],ftp*loop@wget@wget,ftp*loop,dbop*put,['BLANK'; 'BLANK'; 'BLANK']
[-],register*download@wget@wget,register*download,mh*file*copy,['BLANK'; 'BLANK']
[-],url*file*name@wget@wget,url*file*name,edit,['BLANK'; 'function'; 'BLANK'; 'BLANK']
[-],construct*relative@wget@wget,construct*relative,last*component,['BLANK'; 'BLANK'; 'BLANK']
[-],get*suffix@gzip@gzip,get*suffix,print*lookup,['BLANK'; 'BLANK'; 'BLANK']
[-],treat*stdin@gzip@gzip,treat*stdin,utf8,['UNK'; 'BLANK'; 'stack'; 'BLANK']
[+],split*cfg*path@direvent@direvent,split*cfg*path,split*cfg*path,['BLANK'; 'BLANK']
[+],wsnode*flagstr@direvent@direvent,wsnode*flagstr,wsnode*flagstr,['BLANK'; 'BLANK'; 'BLANK']
[-],file*name*pattern@direvent@direvent,file*name*pattern,parse*fetch,['UNK'; 'BLANK'; 'BLANK']
[-],setuser@direvent@direvent,setuser,,['UNK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],knuth*morris*pratt@xargs@findutils,knuth*morris*pratt,knuth*morris*pratt,['BLANK'; 'BLANK']
[-],GetInputFn@mod@mcsim,GetInputFn,,['UNK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],SkipComment@mod@mcsim,SkipComment,parse*range,['BLANK'; 'BLANK'; 'BLANK']
[-],get*char*oct*or*hex*escape@xargs@findutils,get*char*oct*or*hex*escape,format*kg,['BLANK'; 'BLANK'; 'BLANK']
[+],rpl*fcntl@xargs@findutils,rpl*fcntl,rpl*fcntl,['BLANK'; 'line'; 'BLANK']
[-],safe*atoi@xargs@findutils,safe*atoi,,['UNK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],mbuiter*multi*next@xargs@findutils,mbuiter*multi*next,mbuiter*multi*next,['BLANK'; 'BLANK']
[+],quotearg*n*options@xargs@findutils,quotearg*n*options,quotearg*n*options,['BLANK'; 'BLANK']
[-],get*pred*cost@find@findutils,get*pred*cost,,['UNK'; 'BLANK'; 'state'; 'BLANK'; 'BLANK']
[-],safe*atoi@find@findutils,safe*atoi,,['UNK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],humblock@find@findutils,humblock,humblock,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],visit*locate02*format@locate@findutils,visit*locate02*format,cbuf*replay*line,['BLANK'; 'BLANK']
[-],print*stats@locate@findutils,print*stats,sentence*set*mode,['BLANK'; 'BLANK']
[+],humblock@locate@findutils,humblock,humblock,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],quotearg*n*options@locate@findutils,quotearg*n*options,quotearg*n*options,['BLANK'; 'BLANK']
[-],do*on*failure*label*set@gtypist@gtypist,do*on*failure*label*set,,['UNK'; 'BLANK'; 'name'; 'BLANK'; 'BLANK']
[-],getch*fl@gtypist@gtypist,getch*fl,parse*save,['BLANK'; 'BLANK'; 'BLANK']
[-],add*envopt@gzip@gzip,add*envopt,locale*charset,['BLANK'; 'BLANK'; 'BLANK']
[±],grecs*grecs*get*next*buffer@direvent@direvent,grecs*grecs*get*next*buffer,yy*get*next*buffer,['BLANK']
[+],find*closing*paren@direvent@direvent,find*closing*paren,find*closing*paren,['BLANK'; 'BLANK']
[+],wordsplit*tildexpand@direvent@direvent,wordsplit*tildexpand,wordsplit*tildexpand,['BLANK']
[+],wsplt*assign*var@direvent@direvent,wsplt*assign*var,wsplt*assign*var,['BLANK']
[-],cb*eventlist@direvent@direvent,cb*eventlist,fconn,['UNK'; 'BLANK']
[+],grecs*process*ident@direvent@direvent,grecs*process*ident,grecs*process*ident,['BLANK']
[+],grecs*preproc*fill*buffer@direvent@direvent,grecs*preproc*fill*buffer,grecs*preproc*fill*buffer,['BLANK']
[-],environ*setup@direvent@direvent,environ*setup,load,['UNK'; 'BLANK']
[±],grecs*grecs*syntax*error@direvent@direvent,grecs*grecs*syntax*error,yysyntax*error,['BLANK']
[+],grecs*print*usage@direvent@direvent,grecs*print*usage,grecs*print*usage,['BLANK']
[-],SetVar@mod@mcsim,SetVar,node*open,['BLANK']
[-],GetNDoses@mod@mcsim,GetNDoses,tokenize*section,['BLANK']
[-],Write*R*Decls@mod@mcsim,Write*R*Decls,argp*opt,['BLANK']
[-],WriteOneVMEntry@mod@mcsim,WriteOneVMEntry,dir*name,['BLANK']
[-],VerifyEqns@mod@mcsim,VerifyEqns,do*clear,['BLANK']
[-],ProcessWord@mod@mcsim,ProcessWord,info*get*client*node,['BLANK']
[-],TranslateID@mod@mcsim,TranslateID,get*stat,['BLANK']
[-],PromptFilenames@mod@mcsim,PromptFilenames,split*acl,['BLANK']
[-],WriteHeader@mod@mcsim,WriteHeader,prt*version,['BLANK']
[-],DefineDynamicsEqn@mod@mcsim,DefineDynamicsEqn,fts*open,['BLANK']
[-],Write*R*CalcDeriv@mod@mcsim,Write*R*CalcDeriv,prt*version,['BLANK']
[-],Create1Var@mod@mcsim,Create1Var,parse*bracket*element,['BLANK']
[-],EvalProd@mod@mcsim,EvalProd,uvwrite*assign*full,['BLANK']
[-],WriteCalcOutputs@mod@mcsim,WriteCalcOutputs,prt*opt*from*opt,['BLANK']
[-],ProcessWord.part.1@mod@mcsim,ProcessWord.part.1,info*show,['UNK'; 'BLANK']
[-],GetFuncArgs@mod@mcsim,GetFuncArgs,,['UNK'; 'BLANK']
[-],IndexVariables@mod@mcsim,IndexVariables,prt*usage,['BLANK']
[-],WriteModel@mod@mcsim,WriteModel,list*delete,['BLANK']
[-],DefineGlobalVar@mod@mcsim,DefineGlobalVar,,['UNK'; 'BLANK']
[-],ProcessIdentifier@mod@mcsim,ProcessIdentifier,make*line*copy,['BLANK']
[-],GetName@mod@mcsim,GetName,long*file,['BLANK']
[-],convert*all*links@wget@wget,convert*all*links,unix*group*to*list,['BLANK']
[-],extract*header*attr@wget@wget,extract*header*attr,,['UNK'; 'BLANK'; 'name'; 'BLANK'; 'BLANK']
[-],dump*hash@wget@wget,dump*hash,,['UNK'; 'BLANK'; 'fn'; 'BLANK'; 'BLANK']
[-],check*domain*match@wget@wget,check*domain*match,argp*fmtstream*arg,['BLANK'; 'BLANK']
[-],ftp*syst@wget@wget,ftp*syst,is*regexp,['BLANK'; 'BLANK'; 'BLANK']
[+],parse*label@direvent@direvent,parse*label,parse*label,['BLANK'; 'BLANK'; 'BLANK']
[-],env*concat@direvent@direvent,env*concat,prog*act,['BLANK'; 'BLANK'; 'BLANK']
[-],cb*file*pattern@direvent@direvent,cb*file*pattern,adns*cancel,['BLANK'; 'BLANK'; 'BLANK']
[-],reduceproc@direvent@direvent,reduceproc,,['UNK'; 'BLANK'; 'commit'; 'BLANK'; 'BLANK']
[-],hashtab*rehash@direvent@direvent,hashtab*rehash,match*ctx*end,['BLANK'; 'BLANK']
[-],bc*do*insert@xargs@findutils,bc*do*insert,,['UNK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],parse*user@find@findutils,parse*user,,['UNK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],sharefile*fopen@find@findutils,sharefile*fopen,section*parse,['BLANK'; 'BLANK'; 'BLANK']
[+],mbuiter*multi*next@locate@findutils,mbuiter*multi*next,mbuiter*multi*next,['BLANK'; 'BLANK']
[-],huft*build@gzip@gzip,huft*build,uuconf*taylor*hostrange*add,['BLANK']
[+],wordsplit*process*list@direvent@direvent,wordsplit*process*list,wordsplit*process*list,['BLANK'; 'BLANK']
[-],cb*option@direvent@direvent,cb*option,char*set,['BLANK'; 'BLANK'; 'BLANK']
[+],grecs*print*simple*statement@direvent@direvent,grecs*print*simple*statement,grecs*print*simple*statement,['BLANK']
[-],WriteVarMap@mod@mcsim,WriteVarMap,setStdOptFmts,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],WriteCalcJacob@mod@mcsim,WriteCalcJacob,prt*usage,['BLANK'; 'BLANK'; 'BLANK']
[-],WriteOne*R*StateInit@mod@mcsim,WriteOne*R*StateInit,prt*progress,['BLANK'; 'BLANK'; 'BLANK']
[-],WriteOne*R*ParmInit@mod@mcsim,WriteOne*R*ParmInit,prt*no*arg,['BLANK'; 'BLANK']
[-],ConstructEqn@mod@mcsim,ConstructEqn,expand*hdr,['BLANK'; 'BLANK'; 'BLANK']
[-],DefineCalcOutEqn@mod@mcsim,DefineCalcOutEqn,convert,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],Write*R*CalcJacob@mod@mcsim,Write*R*CalcJacob,prt*bucket*path,['BLANK'; 'BLANK']
[-],DefineRootEqn@mod@mcsim,DefineRootEqn,record*from*ok,['BLANK'; 'BLANK']
[-],AdjustVarHandles@mod@mcsim,AdjustVarHandles,prt*opt*system,['BLANK'; 'BLANK']
[-],SkipWhitespace@mod@mcsim,SkipWhitespace,get*special,['BLANK'; 'BLANK'; 'BLANK']
[+],quotearg*buffer*restyled@bigram@findutils,quotearg*buffer*restyled,quotearg*buffer*restyled,['BLANK']
[-],free*vec@wget@wget,free*vec,hostrange*destroy,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],numdigit@wget@wget,numdigit,is,['UNK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],url*error@wget@wget,url*error,check,['UNK'; 'BLANK'; 'id'; 'BLANK'; 'BLANK'; 'BLANK']
[-],string*hash@wget@wget,string*hash,put*word,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],cmd*string@wget@wget,cmd*string,list*delete*all,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],vmsperms@wget@wget,vmsperms,c*hash*2,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[±],hash*table*get@wget@wget,hash*table*get,get*link*generator,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],log*set*flush@wget@wget,log*set*flush,get*nth*panel*name,['BLANK'; 'BLANK'; 'BLANK']
[-],cmd*file@wget@wget,cmd*file,find1,['BLANK'; 'BLANK'; 'UNK'; 'BLANK'; 'date'; 'BLANK']
[-],slist*free@wget@wget,slist*free,set*status,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],dehyphen@wget@wget,dehyphen,,['UNK'; 'BLANK'; 'UNK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],slist*contains@wget@wget,slist*contains,inboth,['BLANK'; 'section'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],url*skip*credentials@wget@wget,url*skip*credentials,make,['UNK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],count*char@wget@wget,count*char,,['UNK'; 'BLANK'; 'UNK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[±],address*list*copy*one@wget@wget,address*list*copy*one,mh*opt*list,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],wget*sockaddr*set*port@wget@wget,wget*sockaddr*set*port,absolute*file,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],setval*internal@wget@wget,setval*internal,check,['UNK'; 'BLANK'; 'flags'; 'BLANK'; 'BLANK'; 'BLANK']
[-],address*list*release@wget@wget,address*list*release,init*arg,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],collect*tags*mapper@wget@wget,collect*tags*mapper,http*inc*value,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],tag*handle*form@wget@wget,tag*handle*form,,['UNK'; 'group'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],slist*nreverse@wget@wget,slist*nreverse,mh*format*free,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],address*list*from*single@wget@wget,address*list*from*single,make*display,['BLANK'; 'array'; 'BLANK'; 'BLANK'; 'BLANK']
[-],frontcmp@wget@wget,frontcmp,prefix*hash*2,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],clear*ungetc*buffer*preserving*position@gzip@gzip,clear*ungetc*buffer*preserving*position,clear*ungetc*buffer*preserving*position,['BLANK'; 'BLANK']
[-],huft*free@gzip@gzip,huft*free,transform*string,['BLANK'; 'line'; 'BLANK'; 'BLANK'; 'BLANK']
[-],write*buf@gzip@gzip,write*buf,,['UNK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],bi*reverse@gzip@gzip,bi*reverse,,['UNK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],send*bits@gzip@gzip,send*bits,,['UNK'; 'BLANK'; 'UNK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],split*pathname@direvent@direvent,split*pathname,hostrange*cmp,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],dwname*copy@direvent@direvent,dwname*copy,cond*to,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],grecs*symtab*free@direvent@direvent,grecs*symtab*free,print,['UNK'; 'BLANK'; 'BLANK'; 'BLANK'; 'panel'; 'BLANK']
[-],sigv*restore*tab@direvent@direvent,sigv*restore*tab,adns*parse*uuxqt,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],wordsplit*free*nodes@direvent@direvent,wordsplit*free*nodes,wordsplit*free*nodes,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],grecs*line*acc*grow*unescape*last@direvent@direvent,grecs*line*acc*grow*unescape*last,grecs*line*acc*grow*unescape*last,['BLANK']
[-],fixup*loci@direvent@direvent,fixup*loci,hash*free,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],c*isdigit@xargs@findutils,c*isdigit,c*isdigit,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],c*isgraph@xargs@findutils,c*isgraph,c*isgraph,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],c*toupper@xargs@findutils,c*toupper,c*toupper,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],c*isalpha@xargs@findutils,c*isalpha,c*isalpha,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],c*iscntrl@xargs@findutils,c*iscntrl,c*iscntrl,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],MyStrcmp@mod@mcsim,MyStrcmp,adns*rr*info,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],ENextLex@mod@mcsim,ENextLex,list*insert,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],GetPunct@mod@mcsim,GetPunct,print,['UNK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],grecs*txtacc*create@direvent@direvent,grecs*txtacc*create,grecs*txtacc*create,['BLANK'; 'file'; 'BLANK'; 'BLANK']
[+],wordsplit*clearerr@direvent@direvent,wordsplit*clearerr,wordsplit*clearerr,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],freeproc@direvent@direvent,freeproc,smtp*session*str,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],membergid@direvent@direvent,membergid,,['UNK'; 'BLANK'; 'read'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],unsplit*pathname@direvent@direvent,unsplit*pathname,cint*clear,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'privilege']
[-],dw*cmp@direvent@direvent,dw*cmp,fh*s,['UNK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],symevt*copy@direvent@direvent,symevt*copy,cond,['UNK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],evtnullp@direvent@direvent,evtnullp,list*delete,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],c*isupper@xargs@findutils,c*isupper,c*isupper,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],clear*ungetc*buffer*preserving*position@xargs@findutils,clear*ungetc*buffer*preserving*position,clear*ungetc*buffer*preserving*position,['BLANK'; 'BLANK']
[+],c*isspace@xargs@findutils,c*isspace,c*isspace,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],mmalloca@xargs@findutils,mmalloca,mmalloca,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],c*isprint@xargs@findutils,c*isprint,c*isprint,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],freea@xargs@findutils,freea,freea,['BLANK'; 'do'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],set*custom*quoting@xargs@findutils,set*custom*quoting,set*custom*quoting,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],c*islower@xargs@findutils,c*islower,c*islower,['BLANK'; 'BLANK'; 'tag'; 'BLANK'; 'BLANK']
[+],c*isdigit@code@findutils,c*isdigit,c*isdigit,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],c*isgraph@code@findutils,c*isgraph,c*isgraph,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],c*toupper@code@findutils,c*toupper,c*toupper,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],c*tolower@code@findutils,c*tolower,c*tolower,['BLANK'; 'str'; 'BLANK'; 'BLANK'; 'BLANK']
[+],c*isalpha@code@findutils,c*isalpha,c*isalpha,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],c*iscntrl@code@findutils,c*iscntrl,c*iscntrl,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],c*isupper@code@findutils,c*isupper,c*isupper,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],clear*ungetc*buffer*preserving*position@code@findutils,clear*ungetc*buffer*preserving*position,clear*ungetc*buffer*preserving*position,['BLANK'; 'BLANK']
[+],c*isspace@code@findutils,c*isspace,c*isspace,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[±],prefix*length@code@findutils,prefix*length,prefix*hash*2,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],c*isprint@code@findutils,c*isprint,c*isprint,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],set*char*quoting@code@findutils,set*char*quoting,set*char*quoting,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],set*custom*quoting@code@findutils,set*custom*quoting,set*custom*quoting,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],c*islower@code@findutils,c*islower,c*islower,['BLANK'; 'BLANK'; 'tag'; 'BLANK'; 'BLANK']
[+],c*isdigit@frcode@findutils,c*isdigit,c*isdigit,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],c*isgraph@frcode@findutils,c*isgraph,c*isgraph,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],c*toupper@frcode@findutils,c*toupper,c*toupper,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],c*tolower@frcode@findutils,c*tolower,c*tolower,['BLANK'; 'str'; 'BLANK'; 'BLANK'; 'BLANK']
[+],c*isalpha@frcode@findutils,c*isalpha,c*isalpha,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],c*iscntrl@frcode@findutils,c*iscntrl,c*iscntrl,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],c*isupper@frcode@findutils,c*isupper,c*isupper,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],clear*ungetc*buffer*preserving*position@frcode@findutils,clear*ungetc*buffer*preserving*position,clear*ungetc*buffer*preserving*position,['BLANK'; 'BLANK']
[+],c*isspace@frcode@findutils,c*isspace,c*isspace,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],parse*prune@find@findutils,parse*prune,tree*new,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],partial*quotearg*n@find@findutils,partial*quotearg*n,re*node*list,['BLANK'; 'BLANK'; 'BLANK'; 'field']
[+],hash*string@find@findutils,hash*string,hash*string,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],estimate*costs@find@findutils,estimate*costs,ipmipower*sparse,['UNK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],found*parser@find@findutils,found*parser,opt*delete,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],parse*inum@find@findutils,parse*inum,fts*alloc,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],pred*ipath@find@findutils,pred*ipath,until*short,['BLANK'; 'BLANK'; 'list'; 'BLANK'; 'BLANK']
[+],cdb*free@find@findutils,cdb*free,cdb*free,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],c*isprint@find@findutils,c*isprint,c*isprint,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],undangle*file*pointers@find@findutils,undangle*file*pointers,check,['UNK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[-],visit*regex@locate@findutils,visit*regex,print*stacked*arg,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],c*isupper@locate@findutils,c*isupper,c*isupper,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
[+],clear*ungetc*buffer*preserving*position@locate@findutils,clear*ungetc*buffer*preserving*position,clear*ungetc*buffer*preserving*position,['BLANK'; 'BLANK']
[-],visit*globmatch*casefold@locate@findutils,visit*globmatch*casefold,until*short,['BLANK'; 'BLANK'; 'BLANK'; 'BLANK'; 'BLANK']
